product_name,product_link,product_price,product_rating,no_rating,page_no
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODU0MTIxODY2NDczMTkyOjE2ODUwNDgzMjk6c3BfYXRmOjIwMTE3Nzk1ODczODk4OjowOjo&url=%2FMOKOBARA-Backpack-Leather-Resistant-College%2Fdp%2FB0BR7N3KF4%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685048329%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA2ZJIE4OXD710M,"4,490",4.3,168 ratings,1
MOKOBARA The Transit Backpack Laptop Bag for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODU0MTIxODY2NDczMTkyOjE2ODUwNDgzMjk6c3BfYXRmOjIwMTE3Nzk1ODcxNjk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685048329%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"5,999",4.5,590 ratings,1
Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-3,598,4.3,"10,923 ratings",1
American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-4,"1,199.00",4,"54,204 ratings",1
Skybags Brat Black 46 Cms Casual Backpack,https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-5,669,4.1,"4,547 ratings",1
"Sirona Sanitary Disposable Bags - 75 Bags for Discreet Disposal of Tampons, Condoms, Diaper, Sanitary Pads, Panty Liner and Personal Hygiene Waste",https://aax-eu.amazon.in/x/c/RI2wFnHLiy09LI4_A2JC05MAAAGIVLUFTwMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICBhsVek/https://www.amazon.in/Sirona-Sanitary-Napkin-Diapers-Disposal/dp/B01NAZVN8M/ref=sxin_14_sbv_search_btf?content-id=amzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac%3Aamzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B01NAZVN8M&pd_rd_r=56e3357d-7d37-4505-aa6c-e9453835e7f0&pd_rd_w=Po5Y7&pd_rd_wg=xZzVB&pf_rd_p=ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&pf_rd_r=BV8KWHN3C1PADTJP8PTP&qid=1685048329&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-1-9131241a-a358-4619-a7b8-0f5a65d91d81,225,4.5,"2,833 ratings",1
Blue Tree Kids School Bag Soft Plush Backpack Combo Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby (Pack of 2),https://www.amazon.in/School-Backpack-Cartoon-Travel-Toddler/dp/B08WWG91Q3/ref=sxin_15_trfob_0_B08WWG91Q3?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08WWG91Q3&pd_rd_r=56e3357d-7d37-4505-aa6c-e9453835e7f0&pd_rd_w=BaMQr&pd_rd_wg=xZzVB&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=BV8KWHN3C1PADTJP8PTP&qid=1685048329&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-1-cc7a04fe-cc55-42ad-b883-1b910070c86a,448,4,4 ratings,1
"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent",https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB42QFQ/ref=sxin_15_trfob_1_B09SB42QFQ?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09SB42QFQ&pd_rd_r=56e3357d-7d37-4505-aa6c-e9453835e7f0&pd_rd_w=BaMQr&pd_rd_wg=xZzVB&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=BV8KWHN3C1PADTJP8PTP&qid=1685048329&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-2-cc7a04fe-cc55-42ad-b883-1b910070c86a,294,4.2,58 ratings,1
blue tree 10 ltrs (5 Cms)Backpack(Rider01_Yellow),https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Travel/dp/B09H3H3898/ref=sxin_15_trfob_2_B09H3H3898?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09H3H3898&pd_rd_r=56e3357d-7d37-4505-aa6c-e9453835e7f0&pd_rd_w=BaMQr&pd_rd_wg=xZzVB&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=BV8KWHN3C1PADTJP8PTP&qid=1685048329&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-3-cc7a04fe-cc55-42ad-b883-1b910070c86a,298,4.1,83 ratings,1
Blue Tree Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Age (Yellow_Blue School Bag),https://www.amazon.in/Blue-Tree-Velvet-Nursery-Travelling/dp/B07XJHP2C7/ref=sxin_15_trfob_3_B07XJHP2C7?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07XJHP2C7&pd_rd_r=56e3357d-7d37-4505-aa6c-e9453835e7f0&pd_rd_w=BaMQr&pd_rd_wg=xZzVB&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=BV8KWHN3C1PADTJP8PTP&qid=1685048329&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-4-cc7a04fe-cc55-42ad-b883-1b910070c86a,298,4.1,"1,519 ratings",1
"Amazon Brand – Eono Canvas Tote Bag For Women - (Pack of 1), women tote bag, canvas tote bag, printed tote bag, printed canvas tote bag, stylish bags for women T9",https://www.amazon.in/Amazon-Brand-Canvas-printed-stylish/dp/B0BX3PW42J/ref=sxin_15_trfob_4_B0BX3PW42J?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BX3PW42J&pd_rd_r=56e3357d-7d37-4505-aa6c-e9453835e7f0&pd_rd_w=BaMQr&pd_rd_wg=xZzVB&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=BV8KWHN3C1PADTJP8PTP&qid=1685048329&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-5-cc7a04fe-cc55-42ad-b883-1b910070c86a,349,4.5,2 ratings,1
AmazonBasics 27 Inch Nylon Foldable Travel Duffel Bag - Black,https://www.amazon.in/AmazonBasics-Foldable-Travel-Duffel-27-inch/dp/B01J24HEE4/ref=sxin_15_trfob_6_B01J24HEE4?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B01J24HEE4&pd_rd_r=56e3357d-7d37-4505-aa6c-e9453835e7f0&pd_rd_w=BaMQr&pd_rd_wg=xZzVB&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=BV8KWHN3C1PADTJP8PTP&qid=1685048329&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-7-cc7a04fe-cc55-42ad-b883-1b910070c86a,"1,699.00",4.4,753 ratings,1
Blue Tree Kids School Bag Soft Plush Backpack Cartoon Bags Combo Mini Travel Bag for for Girls Boys Toddler Baby (Spiderman & Recon),https://www.amazon.in/Blue-Tree-Backpack-Cartoon-Spiderman/dp/B08YP5HQVP/ref=sxin_15_trfob_7_B08YP5HQVP?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08YP5HQVP&pd_rd_r=56e3357d-7d37-4505-aa6c-e9453835e7f0&pd_rd_w=BaMQr&pd_rd_wg=xZzVB&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=BV8KWHN3C1PADTJP8PTP&qid=1685048329&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-8-cc7a04fe-cc55-42ad-b883-1b910070c86a,415,5,1 rating,1
"American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER",https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-6,"1,299",4.2,204 ratings,1
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-7,499,3.9,801 ratings,1
"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-8,529,3.9,"15,925 ratings",1
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-9,"1,088",4,"4,023 ratings",1
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-10,749,3.9,"2,764 ratings",1
"SINOPACK TURBO BAG AND BACKPACK FOR LAPTOP, SCHOOL, 32 LITER (33cms x 22cms x 51cms)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODU0MTIxODY2NDczMTkyOjE2ODUwNDgzMjk6c3BfbXRmOjIwMDg0MTM4NDM5MDk4OjowOjo&url=%2FSINOPACK-TURBO-BACKPACK-LAPTOP-SCHOOL%2Fdp%2FB0BGSCFJ2H%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685048329%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,499,3.6,23 ratings,1
Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-13,"1,200.00",4.3,"5,925 ratings",1
"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black)",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-14,599,3.8,"2,034 ratings",1
SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-15,248,4,"19,029 ratings",1
"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER",https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-16,"1,299",4.3,194 ratings,1
Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-17,698,4.1,"1,274 ratings",1
Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-18,899,3.9,"9,506 ratings",1
Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack,https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1685048329&sprefix=ba%2Caps%2C283&sr=8-20,"1,999.00",4.5,"7,037 ratings",1
"Swiss Military Hard Shell Travel Backpack UFO, Alien Series Dimond Cut ABS Hardshell upto 15.6 Inch Laptop",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODU0MTIxODY2NDczMTkyOjE2ODUwNDgzMjk6c3BfYnRmOjIwMTU2MTY1OTg5NDk4OjowOjo&url=%2FSwiss-Military-Travel-Backpack-Hardshell%2Fdp%2FB0C3MG4MJG%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685048329%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA9XP90DC1X0F8,"3,899.00",0,0,1
"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODU0MTIxODY2NDczMTkyOjE2ODUwNDgzMjk6c3BfYnRmOjIwMTEwMTgxNTEwOTk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685048329%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"7,499.00",4.5,51 ratings,1
"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-19,649,4.4,"3,042 ratings",2
ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Grey),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-20,599,3.8,141 ratings,2
Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-21,"1,099.00",4.3,"5,589 ratings",2
Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,https://www.amazon.in/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-22,"1,199.00",4,"7,625 ratings",2
Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-23,254,3.7,"6,446 ratings",2
"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-24,598,4.3,"10,923 ratings",2
"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.",https://www.amazon.in/Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-25,"1,203.00",4.3,680 ratings,2
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-26,988,4.4,"5,703 ratings",2
MALIK TRADES Sport Chairman Laptop Bag | Premium Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook GREY,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTI5ODAzODMzNjM5MTA5OjE2ODUwNDgzMzI6c3BfbXRmOjIwMTU4OTAzNTEyMDk4OjowOjo&url=%2FMALIK-TRADES-Chairman-Business-Backpack%2Fdp%2FB0BZD1ZGNM%2Fref%3Dsr_1_27_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685048332%26sprefix%3Dba%252Caps%252C283%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"2,000.00",0,0,2
"RASHKI Aero Overnighter Backpack 15.6"" Inch Laptop Travel Backpack for men and women with rain dust cover, USB Port (36 litres black vegan leather)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTI5ODAzODMzNjM5MTA5OjE2ODUwNDgzMzI6c3BfbXRmOjIwMTU5NzI5MjM4Mzk4OjowOjo&url=%2FRASHKI-Overnighter-Backpack-Laptop-leather%2Fdp%2FB0BW8T473B%2Fref%3Dsr_1_28_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685048332%26sprefix%3Dba%252Caps%252C283%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"2,490.00",5,11 ratings,2
"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-29,799,3.8,"2,708 ratings",2
Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-31,834,4,"5,572 ratings",2
Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-32,497,4.3,"12,760 ratings",2
"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-33,849,3.9,849 ratings,2
"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue, L (QUILL19CBBLU)",https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B28TKLG/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-34,849,4,600 ratings,2
ADISA Light Weight Laptop Backpack 32 Ltrs,https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-35,499,4,"5,860 ratings",2
"POLESTAR Vintage 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",https://www.amazon.in/POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1685048332&sprefix=ba%2Caps%2C283&sr=8-36,549,3.9,"8,836 ratings",2
"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty",https://aax-eu.amazon.in/x/c/RAdOu0y_1kx0_SoUEVAeO1cAAAGIVLUP5AMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICAfgg0a/https://www.amazon.in/uppercase-Professional-resistant-sustainable-Anti-theft/dp/B0BR179L65/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.f94148a7-b034-4e58-9f1d-2cf8db3cd03c%3Aamzn1.sym.f94148a7-b034-4e58-9f1d-2cf8db3cd03c&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BR179L65&pd_rd_r=91f04d56-c982-45a6-89d9-054a764d81e9&pd_rd_w=PS177&pd_rd_wg=zHBU8&pf_rd_p=f94148a7-b034-4e58-9f1d-2cf8db3cd03c&pf_rd_r=R0R0CN55HD5QKX7VSSQQ&qid=1685048332&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-17-06195d41-65bd-48f4-8e70-03d97b6094ec,"1,900",4.7,51 ratings,2
Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,https://www.amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1685048335&sprefix=ba%2Caps%2C283&sr=8-35,843,3.7,828 ratings,3
"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1685048335&sprefix=ba%2Caps%2C283&sr=8-36,425,4.3,"12,760 ratings",3
FUR JADEN Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port For Men Women Boys Girls,https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1685048335&sprefix=ba%2Caps%2C283&sr=8-37,"1,225.00",4,"11,072 ratings",3
ADISA Laptop Backpack 31 Ltrs,https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1685048335&sprefix=ba%2Caps%2C283&sr=8-39,499,4,"9,284 ratings",3
"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1685048335&sprefix=ba%2Caps%2C283&sr=8-40,949,3.7,923 ratings,3
DEIN KLEIDER Men's Nylon Messenger Bag,https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1685048335&sprefix=ba%2Caps%2C283&sr=8-41,349,4,"4,880 ratings",3
