product_name,product_link,product_price,product_rating,no_rating,page_no
Aashiya Trades Pink Unicorn bagpack Fashion School Backpack Girls Bookbag Set Student Laptop Backpack College going bag with lunch bag and pouch,https://www.amazon.in/Aashiya-Trades-Unicorn-bagpack-Backpack/dp/B0C4TXFXJW/ref=sr_1_288?crid=2M096C61O4MLT&keywords=bags&qid=1685048377&sprefix=ba%2Caps%2C283&sr=8-288,820,0,0,18
Wildcraft Nylon 18 Inch Black Travel Duffle (Frisbee 2_Black),https://www.amazon.in/Wildcraft-Travel-Duffle-Frisbee-2_Black/dp/B019DWDO9Y/ref=sr_1_291?crid=2M096C61O4MLT&keywords=bags&qid=1685048377&sprefix=ba%2Caps%2C283&sr=8-291,990,4.1,156 ratings,18
"FLYMANN ECO-18 Laptop Backpack Men's Fashion Business Bag, College, Travel Bag Multi-function Casual Laptop Bag",https://www.amazon.in/FLYMANN-ECO-18-Backpack-Business-Multi-function/dp/B0BZ3X893K/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1685048377&sprefix=ba%2Caps%2C283&sr=8-292,999,5,2 ratings,18
"Wearslim Gym Bag, Sports Edition PU Leather Gym Duffel Bag, Crossbody Bag, Gym Yoga Bag, Travel Shoulder Bag for Men and Women - Black",https://www.amazon.in/Wearslim-Sports-Leather-Crossbody-Shoulder/dp/B096B9SZWN/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1685048384&sprefix=ba%2Caps%2C283&sr=8-292,299,5,1 rating,19
"FUR JADEN Travel Laptop Backpack, Business Backpacks with USB Charging Port, Water Resistant College School Computer Bag for Men & Women Fits Under 15.6 inch Laptop and Notebook",https://www.amazon.in/Backpack-Business-Backpacks-Charging-Resistant/dp/B094DGXXR5/ref=sr_1_293?crid=2M096C61O4MLT&keywords=bags&qid=1685048384&sprefix=ba%2Caps%2C283&sr=8-293,"1,685.00",4.1,155 ratings,19
Genie Plaids 19 Maroon Backpack Collection,https://www.amazon.in/Genie-Plaids-Latest-Backpack-Collection/dp/B0893ZWXQJ/ref=sr_1_294?crid=2M096C61O4MLT&keywords=bags&qid=1685048384&sprefix=ba%2Caps%2C283&sr=8-294,"1,613",4.2,243 ratings,19
Lavie Sport Atlantis Backpack with Laptop Sleeve | Men | Women | 15 inch Laptop Compatible | 3 compartments | Office Business Casual Bagpack,https://www.amazon.in/Lavie-Sport-Laptop-Backpack-BDEI323043M3/dp/B07VCKRMJ5/ref=sr_1_296?crid=2M096C61O4MLT&keywords=bags&qid=1685048384&sprefix=ba%2Caps%2C283&sr=8-296,969,4.4,330 ratings,19
"Arctic Hunter Gaming Backpack Laptop Bag for 15.6 inch Laptop Biking Backpack for Men Water-Resistant Stylish Semi-Hard Armored Backpack with USB Port for Men and Women Daily Use Students, Black",https://www.amazon.in/Semi-Hard-Anti-Theft-Backpack-Waterproof-Charging/dp/B07X399726/ref=sr_1_297?crid=2M096C61O4MLT&keywords=bags&qid=1685048384&sprefix=ba%2Caps%2C283&sr=8-297,"2,659.00",4.3,174 ratings,19
"Skybags Drip NXT 03 Unisex Daypack Backpack with Drawstring Pocket, Black, SK BPDRNT3BLK",https://www.amazon.in/Skybags-Backpack-Drawstring-SK-BPDRNT3BLK/dp/B0BFXMRH19/ref=sr_1_298?crid=2M096C61O4MLT&keywords=bags&qid=1685048384&sprefix=ba%2Caps%2C283&sr=8-298,"1,828.00",4.1,21 ratings,19
Wildcraft Turnaround Polyester 35 Ltrs Blue Laptop Bag (8903338054702),https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054702/dp/B012D51GXO/ref=sr_1_301?crid=2M096C61O4MLT&keywords=bags&qid=1685048384&sprefix=ba%2Caps%2C283&sr=8-301,"1,698.00",4.3,"1,179 ratings",19
"BROGBUS pu Leather Men Bag Casual Business Messenger Bag for Cross body Bag Male Shoulder Bags PU Leather Sling Messenger Bag (Brown, L- 10.05inch H- 11.5inch W- 3inch)",https://www.amazon.in/BROGBUS-Business-Messenger-Sling-10-05inch/dp/B09QLD9GJY/ref=sr_1_304?crid=2M096C61O4MLT&keywords=bags&qid=1685048384&sprefix=ba%2Caps%2C283&sr=8-304,939,4,534 ratings,19
Skybags Kick 24L Unisex Adjustable Strap Polyester Blue Laptop Backpack,https://www.amazon.in/Skybags-Unisex-Adjustable-Polyester-Backpack/dp/B0BJ763F7Y/ref=sr_1_306?crid=2M096C61O4MLT&keywords=bags&qid=1685048384&sprefix=ba%2Caps%2C283&sr=8-306,"1,299.00",4.3,26 ratings,19
Gear Superior 16LWater Resistant School Bag//Backpack/College Bag for Men/Women - Black,https://www.amazon.in/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96/ref=sr_1_307?crid=2M096C61O4MLT&keywords=bags&qid=1685048384&sprefix=ba%2Caps%2C283&sr=8-307,399,3.9,276 ratings,19
"Wooum Wide Opening Pencil Bag, Pen Pouch, Pen Bag, Pencil Holder, School Supplies Stationary Bag Big Capacity (Navy Blue)",https://www.amazon.in/Wooum-Opening-Supplies-Stationary-Capacity/dp/B0BSFNVFL7/ref=sr_1_308?crid=2M096C61O4MLT&keywords=bags&qid=1685048384&sprefix=ba%2Caps%2C283&sr=8-308,298,4.2,55 ratings,19
F Gear Sniper Lite V2 30 Liters Black Laptop Backpack,https://www.amazon.in/F-Gear-Sniper-Lite-V2-Black-Backpack/dp/B015FANZ7E/ref=sr_1_308?crid=2M096C61O4MLT&keywords=bags&qid=1685048386&sprefix=ba%2Caps%2C283&sr=8-308,999,4.3,"4,992 ratings",20
